,Car_name,Year,Price,Location,Status,Ratings,Mileage
245,Toyota Camry,2018,"₦ 13,515,000","Katampe, Abuja",Foreign Used,5.0,"69,655 km"
246,Honda Accord,2016,"₦ 8,215,000","Katampe, Abuja",Foreign Used,5.0,"62,945 km"
247,Toyota Camry,2011,"₦ 3,415,000","Agidingbi, Lagos",Foreign Used,4.8,"141,875 km"
248,Toyota Highlander,2010,"₦ 6,515,000","Gwarinpa, Abuja",Foreign Used,5.0,"139,708 mi"
249,Toyota Camry,2005,"₦ 2,365,000","Kubwa Express, Abuja",Foreign Used,4.9,"85,607 km"
250,Toyota Camry,2017,"₦ 16,515,000","Gwarinpa, Abuja",Foreign Used,5.0,"1,243 km"
251,Mercedes-Benz GLS 450,2018,"₦ 37,015,000","Amuwo-Odofin, Lagos",Foreign Used,5.0,"32,488 km"
252,Toyota Camry,2011,"₦ 3,730,000","Ipaja, Lagos",Foreign Used,4.9,"86,446 km"
253,Jeep Wrangler,2010,"₦ 9,815,000","Amuwo-Odofin, Lagos",Foreign Used,5.0,"154,565 km"
254,Toyota Landcruiser Prado,2012,"₦ 17,335,000","Lekki Phase II, Lagos",Locally Used,4.8,"60,722 km"
255,Mercedes-Benz E 350,2014,"₦ 9,285,000","Agege, Lagos",Foreign Used,4.6,"138,854 mi"
256,Toyota Camry,2015,"₦ 5,989,000","Agege, Lagos",Foreign Used,4.9,"56,787 km"
257,Toyota Corolla,2016,"₦ 5,010,500","Agege, Lagos",Foreign Used,4.8,"107,430 mi"
258,Ford Mustang,2015,"₦ 11,865,000","Agege, Lagos",Locally Used,4.9,"37,212 km"
259,Toyota Camry,2004,"₦ 1,815,000","Rumukurushi, Port Harcourt",Locally Used,4.6,"216,398 km"
260,Toyota RAV 4,2006,"₦ 2,865,000","Rumukurushi, Port Harcourt",Locally Used,4.6,"186,231 km"
261,Mercedes-Benz GL 450,2011,"₦ 10,515,000","Stadium Road, Port Harcourt",Foreign Used,4.7,"103,901 km"
262,Toyota Camry,2005,"₦ 1,915,000","Stadium Road, Port Harcourt",Locally Used,4.7,"146,645 km"
263,Honda Pilot,2013,"₦ 5,215,000","Ikeja, Lagos",Foreign Used,4.8,"106,113 km"
264,Toyota Corolla,2005,"₦ 2,915,000","Stadium Road, Port Harcourt",Foreign Used,4.6,"238,941 km"
265,Toyota Camry,2005,"₦ 2,815,000","Stadium Road, Port Harcourt",Foreign Used,4.7,"174,460 km"
266,Lexus ES 300,2003,"₦ 3,215,000","Stadium Road, Port Harcourt",Foreign Used,4.7,"80,178 km"
267,Acura MDX,2017,"₦ 17,015,000","Festac, Lagos",Locally Used,5.0,"41,325 mi"
268,Mercedes-Benz ML 350,2014,"₦ 14,815,000","Berger Mkt, Lagos",Foreign Used,5.0,"137,699 mi"
269,Toyota Camry,2011,"₦ 3,915,000","Agege, Lagos",Foreign Used,4.9,"191,812 km"
270,Toyota Camry,2016,"₦ 8,815,000","Berger Mkt, Lagos",Foreign Used,5.0,"83,647 km"
271,Toyota Corolla,2013,"₦ 4,740,000","Ikeja, Lagos",Foreign Used,4.5,"95,228 km"
272,Toyota Corolla,2012,"₦ 4,515,000","Ogba, Lagos",Foreign Used,4.8,"137,744 km"
273,Toyota Corolla,2010,"₦ 3,815,000","Katampe, Abuja",Foreign Used,5.0,"79,214 km"
274,Toyota Corolla,2005,"₦ 1,715,000","Ipaja, Lagos",Locally Used,4.1,"232,911 km"
275,Toyota Sienna,2006,"₦ 2,765,000","Meiran, Lagos",Foreign Used,4.9,"152,052 km"
276,Toyota Camry,1995,"₦ 1,665,000","Ipaja, Lagos",Foreign Used,4.4,"165,364 km"
277,Toyota Highlander,2014,"₦ 14,015,000","Berger Mkt, Lagos",Foreign Used,4.9,"87,284 km"
278,Toyota Corolla,2011,"₦ 3,615,000","Berger Mkt, Lagos",Foreign Used,5.0,"11,258 mi"
279,Mercedes-Benz S 550,2015,"₦ 33,515,000","Ikate, Lekki, Lagos",Locally Used,4.9,"17,041 km"
280,Mercedes-Benz GLE 43 AMG,2017,"₦ 35,515,000","Surulere, Lagos",Foreign Used,4.8,"75,326 mi"
281,Mercedes-Benz E 350,2010,"₦ 5,015,000","Ojodu Berger, Lagos",Foreign Used,4.9,"86,839 km"
282,Lexus ES 350,2010,"₦ 5,371,000","Surulere, Lagos",Foreign Used,4.6,"87,456 km"
283,Toyota RAV 4,2013,"₦ 6,504,000","Surulere, Lagos",Foreign Used,4.9,"72,472 km"
284,Nissan Frontier,2007,"₦ 4,515,000","Gbagada, Lagos",Foreign Used,4.6,"116,580 km"
285,Lexus ES 350,2015,"₦ 9,015,000","Gbagada, Lagos",Foreign Used,5.0,"58,430 km"
286,Toyota Hiace,2010,"₦ 5,315,000","Ikeja, Lagos",Locally Used,4.2,"686,913 km"
287,Toyota Highlander,2013,"₦ 8,615,000","Festac, Lagos",Foreign Used,5.0,"152,248 km"
288,Toyota Camry,2012,"₦ 4,515,000","Isolo, Lagos",Foreign Used,4.3,"76,293 km"
289,Toyota Venza,2016,"₦ 13,015,000","Berger Mkt, Lagos",Foreign Used,5.0,"26,342 km"
290,Toyota Venza,2013,"₦ 8,015,000","Ikota, Lekki, Lagos",Foreign Used,5.0,"78,815 km"
291,Toyota Camry,2017,"₦ 7,915,000","Alimosho, Lagos",Foreign Used,5.0,"107,419 km"
292,Toyota Camry,2007,"₦ 3,115,000","Ikotun, Lagos",Foreign Used,4.9,"299,652 km"
293,Lexus RX 330,2004,"₦ 4,265,000","Ipaja, Lagos",Foreign Used,4.6,"109,120 km"
294,Toyota Sienna,2006,"₦ 2,815,000","Ago, Lagos",Foreign Used,4.5,"134,394 km"
295,Toyota Highlander,2019,"₦ 25,515,000","Ago, Lagos",Foreign Used,4.9,"6,536 km"
296,Toyota Highlander,2018,"₦ 18,715,000","Ago, Lagos",Foreign Used,4.5,"19,869 km"
297,Toyota Highlander,2018,"₦ 18,715,000","Ago, Lagos",Foreign Used,4.3,"41,317 km"
298,Honda Pilot,2008,"₦ 3,015,000","Oshodi, Lagos",Foreign Used,4.6,"98,113 mi"
299,Toyota Hiace,2008,"₦ 5,715,000","Ikeja, Lagos",Locally Used,4.7,"55,637 mi"
300,Toyota Camry,2018,"₦ 12,515,000","Jakande, Lekki, Lagos",Foreign Used,5.0,"21,590 km"
301,Lexus RX 350,2014,"₦ 13,115,000","Berger Mkt, Lagos",Foreign Used,5.0,"51,636 mi"
302,Toyota Fortuner,2018,"₦ 15,015,000","Ikoyi, Lagos",Locally Used,4.8,"14,924 km"
303,Toyota Highlander,2008,"₦ 5,515,000","Kubwa Express, Abuja",Foreign Used,4.9,"104,164 km"
304,Toyota Highlander,2008,"₦ 5,615,000","Katampe, Abuja",Foreign Used,5.0,0 km
305,Ford Explorer,2014,"₦ 7,515,000","Ilupeju, Lagos",Foreign Used,4.5,"286,232 km"
306,Toyota Camry,2010,"₦ 3,565,000","Egbeda, Lagos",Foreign Used,4.8,"136,667 km"
307,Toyota Camry,2010,"₦ 3,600,000","Ipaja, Lagos",Foreign Used,4.7,"69,043 km"
308,Ford Edge,2016,"₦ 10,715,000","Wuse 2, Abuja",Foreign Used,5.0,"48,410 km"
309,Toyota Highlander,2010,"₦ 6,015,000","Wuse 2, Abuja",Foreign Used,5.0,"96,715 km"
310,Hyundai Veloster,2013,"₦ 6,015,000","Wuse 2, Abuja",Foreign Used,5.0,"52,111 km"
311,Lexus GX 460,2014,"₦ 14,015,000","Ikota, Lekki, Lagos",Foreign Used,5.0,"68,655 km"
312,Toyota Camry,2007,"₦ 3,015,000","Ago, Lagos",Foreign Used,5.0,"107,431 km"
313,Toyota RAV 4,2018,"₦ 12,515,000","Ikota, Lekki, Lagos",Foreign Used,5.0,"16,507 km"
314,Hyundai Sonata,2011,"₦ 3,315,000","Ikota, Lekki, Lagos",Foreign Used,4.1,"166,938 km"
315,Hyundai Sonata,2015,"₦ 7,515,000","VGC, Lagos",Foreign Used,5.0,"95,786 km"
316,Toyota Camry,2007,"₦ 3,515,000","Gwarinpa, Abuja",Foreign Used,4.9,"132,755 km"
317,Hyundai Sonata,2016,"₦ 7,515,000","VGC, Lagos",Foreign Used,5.0,"56,528 mi"
318,Toyota Sienna,2007,"₦ 3,215,000","Ikota, Lekki, Lagos",Foreign Used,4.6,"34,815 km"
319,Toyota RAV 4,2008,"₦ 3,815,000","Ikorodu, Lagos",Foreign Used,4.9,"160,287 km"
320,Toyota Camry,2011,"₦ 3,715,000","Ikorodu, Lagos",Foreign Used,4.8,"98,919 km"
321,Toyota Camry,2007,"₦ 3,215,000","Ikorodu, Lagos",Foreign Used,4.9,"177,781 mi"
322,Lexus RX 300,1999,"₦ 2,415,000","Ikorodu, Lagos",Foreign Used,4.7,"338,775 km"
323,Lexus RX 350,2007,"₦ 5,115,000","Ikorodu, Lagos",Foreign Used,4.6,"171,605 km"
324,Mazda CX-9,2009,"₦ 4,115,000","Meiran, Lagos",Foreign Used,4.8,"154,907 km"
325,"Land Rover LR 3 , Series SE",2006,"₦ 2,315,000","Sangotedo, Lekki, Lagos",Locally Used,4.2,"110,729 km"
326,Toyota Corolla,2007,"₦ 2,015,000","Abule Egba, Lagos",Locally Used,4.8,"151,431 km"
327,Toyota Sienna,2006,"₦ 3,015,000","Ikota, Lekki, Lagos",Foreign Used,5.0,"70,583 km"
328,Lexus ES 350,2007,"₦ 4,015,000","Ikota, Lekki, Lagos",Foreign Used,4.2,"100,000 km"
329,Toyota Corolla,2008,"₦ 1,815,000","Abule Egba, Lagos",Locally Used,4.7,"153,658 km"
330,Mercedes-Benz CLA 250,2018,"₦ 24,015,000","Ogba, Lagos",Foreign Used,4.9,"55,508 km"
331,Lexus IS 200,2016,"₦ 13,015,000","Ogba, Lagos",Foreign Used,4.5,"91,565 km"
332,Toyota Highlander,2017,"₦ 16,015,000","Ogba, Lagos",Foreign Used,4.7,"12,276 km"
333,Toyota Camry,2016,"₦ 6,815,000","Ogba, Lagos",Foreign Used,4.5,"58,340 km"
334,Honda Accord,2013,"₦ 6,015,000","Ogba, Lagos",Foreign Used,4.5,"65,845 km"
335,Toyota Avalon,2013,"₦ 7,515,000","Ogba, Lagos",Foreign Used,4.6,"266,740 km"
336,Toyota Landcruiser Prado,2010,"₦ 11,515,000","Ogba, Lagos",Locally Used,4.6,"115,645 km"
337,Toyota Highlander,2012,"₦ 8,049,000","Ago, Lagos",Foreign Used,4.9,"120,509 km"
338,Toyota Highlander,2013,"₦ 6,710,000","Ago, Lagos",Foreign Used,4.8,"22,990 km"
339,Land Rover Range Rover Autobiography,2016,"₦ 41,015,000","Ikate, Lekki, Lagos",Locally Used,5.0,"38,192 km"
340,Mercedes-Benz SLK 55 AMG,2012,"₦ 12,015,000","Ikota, Lekki, Lagos",Locally Used,4.2,"21,934 km"
341,Lexus RX 350,2011,"₦ 8,049,000","Ojodu Berger, Lagos",Foreign Used,5.0,"78,840 km"
342,Honda Accord,2010,"₦ 3,215,000","Ilupeju, Lagos",Foreign Used,4.8,"281,242 km"
343,Toyota Venza,2009,"₦ 5,815,000","Ifako-Ijaiye, Lagos",Foreign Used,4.9,"100,000 km"
344,Acura MDX,2006,"₦ 2,315,000","Ogba, Lagos",Foreign Used,4.7,"75,433 km"
345,Honda Accord,2011,"₦ 3,315,000","Ifako-Ijaiye, Lagos",Locally Used,4.5,"118,220 km"
346,Mercedes-Benz ML 350,2013,"₦ 12,315,000","Ojodu Berger, Lagos",Foreign Used,4.8,"113,373 km"
347,Honda Pilot,2009,"₦ 4,415,000","Eliozu, Port Harcourt",Foreign Used,4.5,"233,152 km"
348,Lexus RX 300,2002,"₦ 3,315,000","Eliozu, Port Harcourt",Foreign Used,4.9,"70,746 km"
349,Hyundai Accent,2013,"₦ 3,715,000","Eliozu, Port Harcourt",Foreign Used,4.6,"271,025 km"
350,Toyota Corolla,2005,"₦ 1,995,000","Eliozu, Port Harcourt",Locally Used,4.7,"164,733 km"
351,Lexus RX 350,2012,"₦ 8,515,000","Ojodu Berger, Lagos",Foreign Used,4.6,"78,932 km"
352,Toyota Venza,2010,"₦ 5,500,000","Ipaja, Lagos",Foreign Used,4.9,"122,441 km"
353,Lexus ES 350,2013,"₦ 8,815,000","Ojodu Berger, Lagos",Foreign Used,4.7,"110,156 km"
354,Toyota Corolla,2014,"₦ 5,515,000","Ojodu Berger, Lagos",Foreign Used,4.4,"72,642 km"
355,Lexus ES 350,2007,"₦ 4,005,000","Ogba, Lagos",Foreign Used,4.7,"67,839 km"
356,Toyota Sienna,2005,"₦ 2,745,000","Ogba, Lagos",Locally Used,4.9,"105,544 mi"
357,Toyota Venza,2010,"₦ 6,915,000","Ogba, Lagos",Foreign Used,4.8,"67,474 km"
358,Lexus RX 350,2013,"₦ 11,715,000","Ogba, Lagos",Foreign Used,4.7,"133,004 km"
359,Toyota Corolla,2006,"₦ 2,535,000","Alimosho, Lagos",Foreign Used,4.7,"299,999 mi"
360,Nissan Pathfinder,2003,"₦ 2,365,000","Rumukurushi, Port Harcourt",Foreign Used,4.6,"150,797 km"
361,Toyota Corolla,2005,"₦ 2,815,000","Rumukurushi, Port Harcourt",Locally Used,4.6,"90,212 km"
362,Lexus RX 330,2004,"₦ 4,715,000","Rumukurushi, Port Harcourt",Foreign Used,4.7,"150,423 km"
363,Honda CR-V,2003,"₦ 1,515,000","Rumukurushi, Port Harcourt",Locally Used,4.6,"137,203 km"
364,Toyota Camry,2009,"₦ 3,315,000","Rumukurushi, Port Harcourt",Foreign Used,4.7,"123,831 km"
365,Honda Accord,2006,"₦ 1,515,000","Rumukurushi, Port Harcourt",Locally Used,4.5,"259,055 km"
366,Toyota Sequoia,2007,"₦ 2,665,000","Abule Egba, Lagos",Locally Used,4.8,"51,014 km"
367,Toyota Corolla,2004,"₦ 2,515,000","Surulere, Lagos",Foreign Used,4.6,"104,388 km"
368,Peugeot 307,2008,"₦ 765,000","Rumukurushi, Port Harcourt",Locally Used,4.5,"367,566 km"
369,Hyundai Santa Fe,2012,"₦ 7,515,000","Surulere, Lagos",Foreign Used,4.5,"153,859 km"
370,Toyota Camry,2010,"₦ 3,615,000","Ipaja, Lagos",Foreign Used,4.7,"95,336 km"
371,Mercedes-Benz E 350,2013,"₦ 6,630,000","Ojodu Berger, Lagos",Foreign Used,4.6,"54,998 km"
372,Nissan Patrol,2019,"₦ 32,015,000","Ilupeju, Lagos",Locally Used,5.0,"17,345 mi"
373,Toyota Sienna,2011,"₦ 7,015,000","Abule Egba, Lagos",Foreign Used,4.8,"81,719 km"
374,Toyota Venza,2009,"₦ 5,765,000","Ago, Lagos",Foreign Used,5.0,"80,305 mi"
375,Lexus RX 350,2006,"₦ 5,515,000","Gwarinpa, Abuja",Foreign Used,5.0,"632,555 km"
376,Toyota Highlander,2012,"₦ 9,015,000","Abule Egba, Lagos",Foreign Used,4.8,"190,854 km"
377,Toyota Corolla,2014,"₦ 5,815,000","Gwarinpa, Abuja",Foreign Used,5.0,"62,311 km"
378,Toyota Corolla,2010,"₦ 3,815,000","Ogba, Lagos",Foreign Used,4.9,"154,130 km"
379,Honda Crosstour,2010,"₦ 4,865,000","Berger Mkt, Lagos",Foreign Used,5.0,"331,525 mi"
380,Peugeot 607,2009,"₦ 1,800,000","Yaba, Lagos",Foreign Used,4.5,"251,541 km"
381,Land Rover Range Rover Sport,2011,"₦ 6,015,000","Mushin, Lagos",Foreign Used,4.7,"111,182 mi"
382,Lexus RX 300,2000,"₦ 2,615,000","Meiran, Lagos",Foreign Used,4.9,"150,000 km"
383,Honda Pilot,2012,"₦ 6,515,000","Agege, Lagos",Locally Used,4.9,"164,278 km"
384,Toyota Avalon,2008,"₦ 3,715,000","Agege, Lagos",Foreign Used,4.7,"177,873 km"
385,Toyota Camry,2007,"₦ 3,115,000","Meiran, Lagos",Foreign Used,4.8,"121,852 km"
386,Toyota Scion,2008,"₦ 2,765,000","Abule Egba, Lagos",Foreign Used,4.7,"168,333 km"
387,Mercedes-Benz ML 350,2008,"₦ 8,015,000","Gwarinpa, Abuja",Foreign Used,5.0,"95,321 km"
388,Mercedes-Benz GLK 350,2012,"₦ 8,515,000","Ikota, Lekki, Lagos",Foreign Used,4.8,"130,355 km"
389,Toyota Camry,2007,"₦ 3,015,000","Ikota, Lekki, Lagos",Foreign Used,5.0,"70,434 km"
390,Toyota Highlander,2006,"₦ 3,915,000","Festac, Lagos",Foreign Used,5.0,"232,364 km"
391,Toyota Corolla,2016,"₦ 4,915,000","Surulere, Lagos",Locally Used,4.7,"5,226 mi"
392,Pontiac Vibe,2004,"₦ 2,115,000","Abule Egba, Lagos",Foreign Used,4.8,"152,894 km"
393,Toyota Highlander,2006,"₦ 3,515,000","Shomolu, Lagos",Foreign Used,4.6,"107,453 mi"
394,Acura MDX,2015,"₦ 12,515,000","Festac, Lagos",Foreign Used,4.6,"51,909 km"
395,Mercedes-Benz 450,2010,"₦ 7,215,000","Surulere, Lagos",Foreign Used,5.0,"127,716 km"
396,Toyota Venza,2011,"₦ 7,215,000","Surulere, Lagos",Foreign Used,4.9,"80,541 km"
397,Toyota Sienna,2007,"₦ 3,065,000","Apapa, Lagos",Foreign Used,5.0,"85,995 km"
398,Toyota Sienna,2007,"₦ 3,215,000","Ikota, Lekki, Lagos",Foreign Used,4.8,"100,000 km"
399,Toyota RAV 4,2010,"₦ 4,815,000","Shomolu, Lagos",Foreign Used,4.9,"123,697 mi"
400,Toyota Camry,2012,"₦ 4,715,000","Ikota, Lekki, Lagos",Foreign Used,4.9,"186,067 km"
401,Toyota Highlander,2008,"₦ 6,015,000","Agidingbi, Lagos",Foreign Used,4.5,"11,790 km"
402,Toyota Highlander,2011,"₦ 6,415,000","Agidingbi, Lagos",Foreign Used,4.7,"97,337 km"
403,Cadillac Escalade,2003,"₦ 3,515,000","Ipaja, Lagos",Foreign Used,4.5,"119,424 km"
404,Toyota Corolla,2012,"₦ 4,530,000","Lagos Ibadan Express Way, Lagos",Foreign Used,4.8,"107,411 mi"
405,Hyundai Sonata,2013,"₦ 3,965,000","Ipaja, Lagos",Foreign Used,4.7,"86,870 km"
406,Honda CR-V,1998,"₦ 615,000","Meiran, Lagos",Locally Used,4.7,"127,431 mi"
407,Honda Accord,2015,"₦ 6,215,000","Isolo, Lagos",Foreign Used,4.6,"194,169 km"
408,Toyota Camry,2010,"₦ 3,415,000","Meiran, Lagos",Foreign Used,4.7,"149,699 km"
409,Toyota Camry,2006,"₦ 2,415,000","Meiran, Lagos",Foreign Used,4.7,"107,772 km"
410,Toyota Camry,2012,"₦ 5,215,000","Isolo, Lagos",Foreign Used,4.2,"77,530 km"
411,Toyota Avalon,2011,"₦ 4,515,000","Meiran, Lagos",Foreign Used,4.8,"189,742 mi"
412,Mercedes-Benz C 350,2010,"₦ 4,815,000","Berger Mkt, Lagos",Foreign Used,5.0,"177,614 mi"
413,Toyota Venza,2014,"₦ 7,815,000","Ago, Lagos",Foreign Used,5.0,"42,967 mi"
414,Toyota Camry,2009,"₦ 3,115,000","Ago, Lagos",Foreign Used,5.0,"330,161 mi"
415,Lexus RX 350,2011,"₦ 8,215,000","Berger Mkt, Lagos",Foreign Used,5.0,"89,538 mi"
416,Honda Pilot,2007,"₦ 1,965,000","Ago, Lagos",Locally Used,5.0,"75,288 mi"
417,Lexus RX 330,2011,"₦ 8,815,000","Festac, Lagos",Foreign Used,5.0,"147,023 mi"
418,Toyota Venza,2012,"₦ 7,515,000","Ago, Lagos",Foreign Used,5.0,"40,541 mi"
419,Mazda CX-7,2007,"₦ 2,850,000","Surulere, Lagos",Foreign Used,4.8,"131,144 km"
420,Toyota Camry,2009,"₦ 2,815,000","Agidingbi, Lagos",Foreign Used,4.9,"106,558 km"
421,Toyota Corolla,2011,"₦ 3,815,000","Agege, Lagos",Foreign Used,4.8,"110,318 km"
422,Lexus LS 460,2013,"₦ 10,715,000","Igando, Lagos",Foreign Used,5.0,"61,683 mi"
423,Honda Pilot,2009,"₦ 4,015,000","Ajah, Lagos",Foreign Used,5.0,"168,809 km"
424,Mitsubishi L200,2016,"₦ 6,515,000","Ilupeju, Lagos",Locally Used,4.4,"54,102 km"
425,Toyota Corolla,2016,"₦ 6,215,000","Ilupeju, Lagos",Foreign Used,4.9,"68,632 km"
426,Lexus ES 350,2008,"₦ 3,315,000","Surulere, Lagos",Locally Used,4.6,"73,604 mi"
427,Hyundai Azera,2013,"₦ 4,215,000","Gwarinpa, Abuja",Foreign Used,5.0,"95,636 km"
428,Mercedes-Benz ML 350,2011,"₦ 12,515,000","Gwarinpa, Abuja",Foreign Used,5.0,"99,303 km"
429,Mercedes-Benz ML 350,2011,"₦ 12,515,000","Gwarinpa, Abuja",Foreign Used,5.0,"965,321 km"
430,Hyundai Sonata,2012,"₦ 4,215,000","Gwarinpa, Abuja",Foreign Used,5.0,"64,313 km"
431,Honda CR-V,1997,"₦ 1,715,000","Gwarinpa, Abuja",Foreign Used,5.0,"257,093 km"
432,Toyota Camry,2002,"₦ 2,515,000","Gwarinpa, Abuja",Foreign Used,4.9,"851,222 km"
433,Toyota Camry,2011,"₦ 5,015,000","Gwarinpa, Abuja",Foreign Used,5.0,"265,820 km"
434,Lexus RX 350,2008,"₦ 3,715,000","Ikorodu, Lagos",Locally Used,4.8,"187,658 km"
435,Toyota Sienna,1999,"₦ 1,415,000","Ikorodu, Lagos",Locally Used,4.2,"216,967 km"
436,Toyota 4-Runner,2004,"₦ 2,015,000","Ikorodu, Lagos",Locally Used,4.4,"148,330 km"
437,Lexus ES 330,2004,"₦ 2,315,000","Ikorodu, Lagos",Locally Used,4.7,"199,718 km"
438,Honda Pilot,2009,"₦ 4,015,000","Sangotedo, Lekki, Lagos",Foreign Used,4.6,"5,295 km"
439,Toyota Venza,2010,"₦ 7,015,000","Alimosho, Lagos",Foreign Used,5.0,"134,852 km"
440,Toyota Camry,2007,"₦ 3,115,000","Alimosho, Lagos",Foreign Used,4.9,"140,287 km"
441,Lexus RX 350,2010,"₦ 8,515,000","Ipaja, Lagos",Foreign Used,4.8,"79,964 km"
442,Toyota Camry,2007,"₦ 2,935,000","Ipaja, Lagos",Foreign Used,4.7,"131,984 km"
443,Mercedes-Benz C 400,2015,"₦ 16,015,000","Gwarinpa, Abuja",Foreign Used,5.0,"87,633 km"
444,Toyota RAV 4,2010,"₦ 5,315,000","Kubwa Express, Abuja",Foreign Used,5.0,"76,026 km"
445,Toyota Sienna,2011,"₦ 8,015,000","Kubwa Express, Abuja",Foreign Used,4.9,"48,440 km"
446,Toyota Corolla,2010,"₦ 3,715,000","Isolo, Lagos",Locally Used,4.7,"124,087 km"
447,Toyota Camry,2011,"₦ 3,415,000","Ipaja, Lagos",Foreign Used,4.2,"95,431 km"
448,Toyota Corolla,2005,"₦ 2,615,000","Ago, Lagos",Foreign Used,4.3,"153,601 km"
449,Toyota Highlander,2013,"₦ 9,115,000","Ojodu Berger, Lagos",Foreign Used,4.6,"77,196 km"
450,Mercedes-Benz GL 450,2011,"₦ 7,265,000","Alimosho, Lagos",Foreign Used,4.7,"144,792 km"
451,Toyota Camry,2007,"₦ 2,850,000","Alimosho, Lagos",Foreign Used,4.7,"110,243 km"
452,Lexus LS 460,2008,"₦ 8,015,000","Ilupeju, Lagos",Foreign Used,4.7,"148,333 km"
453,Honda Pilot,2006,"₦ 3,615,000","Berger, Lagos",Foreign Used,5.0,"93,580 km"
454,Toyota Camry,2017,"₦ 7,515,000","Agungi, Lekki, Lagos",Foreign Used,4.9,"134,145 km"
455,Toyota Highlander,2003,"₦ 2,115,000","Stadium Road, Port Harcourt",Locally Used,4.2,"202,781 km"
456,Toyota Sienna,2006,"₦ 2,715,000","Ogba, Lagos",Foreign Used,4.9,"100,000 mi"
457,Mercedes-Benz GLE 350,2016,"₦ 20,515,000","Ikeja, Lagos",Foreign Used,4.9,"81,127 km"
458,Toyota Avalon,2016,"₦ 11,515,000","Ago, Lagos",Foreign Used,4.7,"31,147 km"
459,Toyota Highlander,2015,"₦ 12,867,000","Ojodu Berger, Lagos",Foreign Used,4.9,"100,426 km"
460,Toyota Sienna,2015,"₦ 7,315,000","Ogba, Lagos",Foreign Used,4.9,"139,719 mi"
461,Lexus RX 350,2015,"₦ 12,561,000","Ojodu Berger, Lagos",Foreign Used,4.9,"25,931 km"
462,Toyota Venza,2011,"₦ 6,115,000","Ogba, Lagos",Foreign Used,4.9,"112,500 km"
463,Toyota Camry,2004,"₦ 2,415,000","Ipaja, Lagos",Foreign Used,4.7,"237,352 km"
464,Lexus ES 350,2008,"₦ 4,315,000","Ipaja, Lagos",Foreign Used,4.9,"85,972 km"
465,Ford Edge,2008,"₦ 3,265,000","Ipaja, Lagos",Foreign Used,4.4,"210,581 mi"
466,Toyota Highlander,2005,"₦ 3,715,000","Ipaja, Lagos",Foreign Used,4.5,"97,427 km"
467,Toyota Highlander,2008,"₦ 6,715,000","Ipaja, Lagos",Foreign Used,4.8,"93,568 km"
468,Lexus RX 350,2011,"₦ 8,115,000","Ipaja, Lagos",Foreign Used,4.7,"117,519 km"
469,Lexus RX 330,2004,"₦ 3,965,000","Ipaja, Lagos",Foreign Used,4.6,"207,523 km"
470,Ford Escape,2008,"₦ 1,515,000","Ipaja, Lagos",Locally Used,4.1,"318,596 km"
471,Toyota C-HR,2018,"₦ 11,515,000","Isolo, Lagos",Foreign Used,4.6,"26,218 km"
472,Land Rover Range Rover Autobiography,2019,"₦ 138,015,008","Kubuwa Expressway, Abuja",Foreign Used,5.0,"11,550 mi"
473,Toyota Highlander,2013,"₦ 8,715,000","Surulere, Lagos",Foreign Used,4.7,"75,409 km"
474,Mercedes-Benz GLE 350,2017,"₦ 19,015,000","Ikeja, Lagos",Foreign Used,4.8,"31,954 km"
475,Mercedes-Benz ML 350,2013,"₦ 12,515,000","Ikeja, Lagos",Foreign Used,4.8,"132,102 km"
476,Mercedes-Benz GLA 250,2015,"₦ 14,015,000","Ikeja, Lagos",Foreign Used,4.8,"84,598 km"
477,Lexus IS 250,2006,"₦ 4,715,000","Ikota, Lekki, Lagos",Foreign Used,4.8,"91,225 km"
478,Toyota Tundra,2008,"₦ 6,515,000","Ilupeju, Lagos",Foreign Used,4.3,"222,503 km"
479,Mercedes-Benz ML 350,2006,"₦ 4,015,000","Ilupeju, Lagos",Foreign Used,4.8,"138,616 mi"
480,Toyota Camry,2004,"₦ 2,465,000","Ipaja, Lagos",Foreign Used,4.8,"237,888 km"
481,Toyota Corolla,2008,"₦ 2,765,000","Meiran, Lagos",Foreign Used,4.9,"102,714 km"
482,Lexus RX 350,2017,"₦ 21,515,000","Ilasan New Road, Lekki, Lagos",Foreign Used,4.9,"5,599 mi"
483,Mercedes-Benz ML 350,2012,"₦ 13,015,000","Surulere, Lagos",Foreign Used,4.8,"116,095 km"
484,Toyota RAV 4,2010,"₦ 5,015,000","Surulere, Lagos",Foreign Used,4.8,"180,980 km"
485,Toyota Corolla,2003,"₦ 2,465,000","Lagos Mainland, Lagos",Foreign Used,4.9,"95,102 km"
486,Lexus RX 350,2017,"₦ 18,515,000","Ilupeju, Lagos",Foreign Used,4.9,"29,921 km"
487,Mercedes-Benz ML 350,2015,"₦ 12,615,000","Ilasan New Road, Lekki, Lagos",Foreign Used,4.9,"63,543 km"
488,Mercedes-Benz GLK 350,2013,"₦ 10,015,000","Ikate, Lekki, Lagos",Foreign Used,4.9,"54,025 km"
489,Toyota Camry,2020,"₦ 23,515,000","Ikate, Lekki, Lagos",Foreign Used,5.0,"9,278 km"
490,Toyota Sienna,2011,"₦ 5,886,000","Gbagada, Lagos",Foreign Used,4.7,"167,321 km"
491,Toyota RAV 4,2016,"₦ 9,415,000","Isolo, Lagos",Foreign Used,4.5,"78,554 km"
